route_id,visit_seq,passenger_name,individual_name,stop_id,event_type,travel_from_prev_stop_min,vehicle_arrival_time,service_time_min,vehicle_departure_time,planned_time_minutes,planned_time_hhmm,wait_at_stop_min
R041,5,乘客1484,乘客1484,386,dropoff,17.0,08:18,1,08:19,520.0,08:40,22.0
R041,6,乘客1027,乘客1027,975,dropoff,9.0,08:28,1,08:29,535.0,08:55,27.0
R041,7,乘客1118,乘客1118,550,pickup,28.0,08:57,1,08:58,540.0,09:00,3.0
R041,8,乘客1119,乘客1119,551,pickup,15.0,09:13,1,09:14,570.0,09:30,17.0
R041,9,乘客1120,乘客1120,552,pickup,11.0,09:25,1,09:26,585.0,09:45,20.0
R041,10,乘客1121,乘客1121,553,pickup,11.0,09:37,1,09:38,600.0,10:00,23.0
R041,11,乘客1118,乘客1118,850,dropoff,4.0,09:42,4,09:46,615.0,10:15,33.0
R041,12,乘客1119,乘客1119,850,dropoff,4.0,09:42,4,09:46,615.0,10:15,33.0
R041,13,乘客1120,乘客1120,850,dropoff,4.0,09:42,4,09:46,615.0,10:15,33.0
R041,14,乘客1121,乘客1121,850,dropoff,4.0,09:42,4,09:46,615.0,10:15,33.0
R042,1,乘客913,乘客913,461,pickup,0.0,06:51,4,06:55,425.0,07:05,14.0
R042,2,乘客913,乘客913,460,dropoff,19.0,07:14,3,07:17,455.0,07:35,21.0
R042,3,乘客914,乘客914,462,pickup,6.0,07:23,4,07:27,465.0,07:45,22.0
R042,4,乘客1183,乘客1183,581,pickup,11.0,07:38,4,07:42,485.0,08:05,27.0
R042,5,乘客915,乘客915,463,pickup,6.0,07:48,4,07:52,505.0,08:25,37.0
R042,6,乘客914,乘客914,211,dropoff,11.0,08:03,9,08:12,540.0,09:00,57.0
R042,7,乘客1183,乘客1183,211,dropoff,11.0,08:03,9,08:12,540.0,09:00,57.0
R042,8,乘客915,乘客915,211,dropoff,11.0,08:03,9,08:12,540.0,09:00,57.0
R042,9,乘客1016,乘客1016,504,pickup,8.0,08:20,1,08:21,540.0,09:00,40.0
R042,10,乘客1353,乘客1353,658,pickup,11.0,08:32,1,08:33,555.0,09:15,43.0
R042,11,乘客1016,乘客1016,211,dropoff,6.0,08:39,1,08:40,580.0,09:40,61.0
R042,12,乘客918,乘客918,324,pickup,11.0,08:51,1,08:52,585.0,09:45,54.0
R042,13,乘客1353,乘客1353,210,dropoff,15.0,09:07,1,09:08,590.0,09:50,43.0
R042,14,乘客919,乘客919,466,pickup,17.0,09:25,4,09:29,590.0,09:50,25.0
R042,15,乘客918,乘客918,191,dropoff,22.0,09:51,4,09:55,625.0,10:25,34.0
R042,16,乘客919,乘客919,191,dropoff,22.0,09:51,4,09:55,625.0,10:25,34.0
R043,1,乘客1558,乘客1558,750,pickup,0.0,07:03,1,07:04,430.0,07:10,7.0
R043,2,乘客1559,乘客1559,751,pickup,22.0,07:26,1,07:27,450.0,07:30,4.0
R043,3,乘客1558,乘客1558,201,dropoff,13.0,07:40,2,07:42,485.0,08:05,25.0
R043,4,乘客1559,乘客1559,201,dropoff,13.0,07:40,2,07:42,485.0,08:05,25.0
R043,5,乘客1561,乘客1561,753,pickup,8.0,07:50,4,07:54,500.0,08:20,30.0
R043,6,乘客1991,乘客1991,321,pickup,15.0,08:09,6,08:15,515.0,08:35,26.0
R043,6,乘客1991,乘客1991跟車,321,pickup,15.0,08:09,6,08:15,515.0,08:35,26.0
R043,6,乘客1991,乘客1991跟車,321,pickup,15.0,08:09,6,08:15,515.0,08:35,26.0
R043,7,乘客1991,乘客1991,540,dropoff,17.0,08:32,5,08:37,530.0,08:50,18.0
R043,7,乘客1991,乘客1991跟車,540,dropoff,17.0,08:32,5,08:37,530.0,08:50,18.0
R043,7,乘客1991,乘客1991跟車,540,dropoff,17.0,08:32,5,08:37,530.0,08:50,18.0
R043,8,乘客1562,乘客1562,754,pickup,19.0,08:56,1,08:57,535.0,08:55,0.0
R043,9,乘客1561,乘客1561,191,dropoff,6.0,09:03,3,09:06,550.0,09:10,7.0
R043,10,乘客1563,乘客1563,471,pickup,2.0,09:08,4,09:12,560.0,09:20,12.0
R043,11,乘客1562,乘客1562,158,dropoff,13.0,09:25,1,09:26,580.0,09:40,15.0
R043,12,乘客1563,乘客1563,61,dropoff,11.0,09:37,3,09:40,590.0,09:50,13.0
R043,13,乘客1564,乘客1564,755,pickup,6.0,09:46,4,09:50,600.0,10:00,14.0
R043,14,乘客1564,乘客1564,185,dropoff,11.0,10:01,3,10:04,615.0,10:15,14.0
R044,1,乘客178,乘客178,117,pickup,0.0,06:40,5,06:45,400.0,06:40,0.0
R044,1,乘客178,乘客178跟車,117,pickup,0.0,06:40,5,06:45,400.0,06:40,0.0
R044,2,乘客178,乘客178,116,dropoff,22.0,07:07,4,07:11,430.0,07:10,3.0
R044,2,乘客178,乘客178跟車,116,dropoff,22.0,07:07,4,07:11,430.0,07:10,3.0
R044,3,乘客1813,乘客1813,872,pickup,11.0,07:22,4,07:26,450.0,07:30,8.0
R044,4,乘客1813,乘客1813,179,dropoff,17.0,07:43,3,07:46,475.0,07:55,12.0
R044,5,乘客1351,乘客1351,656,pickup,8.0,07:54,4,07:58,480.0,08:00,6.0
R044,6,乘客1462,乘客1462,697,pickup,6.0,08:04,5,08:09,480.0,08:00,0.0
R044,6,乘客1462,乘客1462跟車,697,pickup,6.0,08:04,5,08:09,480.0,08:00,0.0
R044,7,乘客1464,乘客1464,699,pickup,9.0,08:18,5,08:23,500.0,08:20,2.0
R044,7,乘客1464,乘客1464跟車,699,pickup,9.0,08:18,5,08:23,500.0,08:20,2.0
R044,8,乘客1351,乘客1351,477,dropoff,13.0,08:36,3,08:39,515.0,08:35,0.0
R044,9,乘客1462,乘客1462,534,dropoff,13.0,08:52,8,09:00,535.0,08:55,3.0
R044,9,乘客1462,乘客1462跟車,534,dropoff,13.0,08:52,8,09:00,535.0,08:55,3.0
R044,10,乘客1464,乘客1464,534,dropoff,13.0,08:52,8,09:00,535.0,08:55,3.0
R044,10,乘客1464,乘客1464跟車,534,dropoff,13.0,08:52,8,09:00,535.0,08:55,3.0
R044,11,乘客945,乘客945,472,pickup,17.0,09:17,5,09:22,570.0,09:30,13.0
R044,11,乘客945,乘客946,472,pickup,17.0,09:17,5,09:22,570.0,09:30,13.0
R044,12,乘客947,乘客947,473,pickup,4.0,09:26,1,09:27,580.0,09:40,14.0
R044,13,乘客945,乘客945,259,dropoff,6.0,09:33,5,09:38,615.0,10:15,42.0
R044,13,乘客945,乘客946,259,dropoff,6.0,09:33,5,09:38,615.0,10:15,42.0
R044,14,乘客947,乘客947,259,dropoff,6.0,09:33,5,09:38,615.0,10:15,42.0
R045,1,乘客75,乘客75,72,pickup,0.0,06:42,5,06:47,420.0,07:00,18.0
R045,1,乘客75,乘客75跟車,72,pickup,0.0,06:42,5,06:47,420.0,07:00,18.0
R045,2,乘客53,乘客53,55,pickup,11.0,06:58,1,06:59,440.0,07:20,22.0
R045,3,乘客53,乘客53,1011,dropoff,19.0,07:18,1,07:19,485.0,08:05,47.0
R045,4,乘客75,乘客75,31,dropoff,8.0,07:27,4,07:31,510.0,08:30,63.0
R045,4,乘客75,乘客75跟車,31,dropoff,8.0,07:27,4,07:31,510.0,08:30,63.0
R045,5,乘客1835,乘客1835,883,pickup,24.0,07:55,2,07:57,520.0,08:40,45.0
R045,5,乘客1835,乘客1835跟車,883,pickup,24.0,07:55,2,07:57,520.0,08:40,45.0
R045,6,乘客1836,乘客1836,884,pickup,8.0,08:05,5,08:10,530.0,08:50,45.0
R045,6,乘客1836,乘客1836跟車,884,pickup,8.0,08:05,5,08:10,530.0,08:50,45.0
R045,7,乘客1837,乘客1837,885,pickup,6.0,08:16,5,08:21,535.0,08:55,39.0
R045,7,乘客1837,乘客1837跟車,885,pickup,6.0,08:16,5,08:21,535.0,08:55,39.0
R045,8,乘客1453,乘客1453,693,pickup,26.0,08:47,6,08:53,545.0,09:05,18.0
R045,8,乘客1453,乘客1453跟車,693,pickup,26.0,08:47,6,08:53,545.0,09:05,18.0
R045,8,乘客1453,乘客1453跟車,693,pickup,26.0,08:47,6,08:53,545.0,09:05,18.0
R045,9,乘客1835,乘客1835,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R045,9,乘客1835,乘客1835跟車,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R045,10,乘客1836,乘客1836,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R045,10,乘客1836,乘客1836跟車,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R045,11,乘客1837,乘客1837,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R045,11,乘客1837,乘客1837跟車,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R045,12,乘客1453,乘客1453,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R045,12,乘客1453,乘客1453跟車,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R045,12,乘客1453,乘客1453跟車,70,dropoff,26.0,09:19,14,09:33,570.0,09:30,11.0
R046,1,乘客275,乘客275,161,pickup,0.0,07:00,4,07:04,420.0,07:00,0.0
R046,2,乘客277,乘客277,163,pickup,15.0,07:19,4,07:23,445.0,07:25,6.0
R046,3,乘客277,乘客277,452,dropoff,19.0,07:42,3,07:45,465.0,07:45,3.0
R046,4,乘客275,乘客275,164,dropoff,9.0,07:54,3,07:57,475.0,07:55,1.0
R046,5,乘客278,乘客278,164,pickup,9.0,07:54,1,07:58,475.0,07:55,1.0
R046,6,乘客278,乘客278,359,dropoff,9.0,08:07,1,08:08,485.0,08:05,0.0
R046,7,乘客552,乘客552,306,pickup,9.0,08:17,5,08:22,515.0,08:35,18.0
R046,7,乘客552,乘客552跟車,306,pickup,9.0,08:17,5,08:22,515.0,08:35,18.0
R046,8,乘客676,乘客676,366,pickup,11.0,08:33,1,08:34,515.0,08:35,2.0
R046,9,乘客552,乘客552,160,dropoff,9.0,08:43,5,08:48,535.0,08:55,12.0
R046,9,乘客552,乘客552跟車,160,dropoff,9.0,08:43,5,08:48,535.0,08:55,12.0
R046,10,乘客676,乘客676,160,dropoff,9.0,08:43,5,08:48,535.0,08:55,12.0
R046,11,乘客279,乘客279,165,pickup,24.0,09:12,1,09:13,535.0,08:55,0.0
R046,12,乘客282,乘客282,168,pickup,15.0,09:28,4,09:32,565.0,09:25,0.0
R046,13,乘客279,乘客279,170,dropoff,9.0,09:41,1,09:42,585.0,09:45,4.0
R046,14,乘客282,乘客282,185,dropoff,15.0,09:57,3,10:00,615.0,10:15,18.0
R047,1,乘客1373,乘客1373,667,pickup,0.0,06:54,5,06:59,420.0,07:00,6.0
R047,1,乘客1373,乘客1374,667,pickup,0.0,06:54,5,06:59,420.0,07:00,6.0
R047,2,乘客2024,乘客2024,970,pickup,19.0,07:18,2,07:20,455.0,07:35,17.0
R047,2,乘客2024,乘客2024跟車,970,pickup,19.0,07:18,2,07:20,455.0,07:35,17.0
R047,3,乘客2025,乘客2025,971,pickup,4.0,07:24,1,07:25,460.0,07:40,16.0
R047,4,乘客2026,乘客2026,972,pickup,13.0,07:38,5,07:43,480.0,08:00,22.0
R047,4,乘客2026,乘客2026跟車,972,pickup,13.0,07:38,5,07:43,480.0,08:00,22.0
R047,5,乘客1373,乘客1373,131,dropoff,26.0,08:09,4,08:13,500.0,08:20,11.0
R047,5,乘客1373,乘客1374,131,dropoff,26.0,08:09,4,08:13,500.0,08:20,11.0
R047,6,乘客22,乘客22,37,pickup,11.0,08:24,1,08:25,505.0,08:25,1.0
R047,7,乘客2024,乘客2024,109,dropoff,9.0,08:34,2,08:36,525.0,08:45,11.0
R047,7,乘客2024,乘客2024跟車,109,dropoff,9.0,08:34,2,08:36,525.0,08:45,11.0
R047,8,乘客2025,乘客2025,70,dropoff,2.0,08:38,5,08:43,525.0,08:45,7.0
R047,9,乘客2026,乘客2026,70,dropoff,2.0,08:38,5,08:43,525.0,08:45,7.0
R047,9,乘客2026,乘客2026跟車,70,dropoff,2.0,08:38,5,08:43,525.0,08:45,7.0
R047,10,乘客22,乘客22,115,dropoff,13.0,08:56,1,08:57,535.0,08:55,0.0
R047,11,乘客2027,乘客2027,973,pickup,17.0,09:14,4,09:18,565.0,09:25,11.0
R047,12,乘客2028,乘客2028,974,pickup,13.0,09:31,1,09:32,580.0,09:40,9.0
R047,13,乘客2028,乘客2028,430,dropoff,6.0,09:38,1,09:39,590.0,09:50,12.0
R047,14,乘客2027,乘客2027,41,dropoff,15.0,09:54,3,09:57,605.0,10:05,11.0
R048,1,乘客1917,乘客1917,916,pickup,0.0,06:27,4,06:31,420.0,07:00,33.0
R048,2,乘客21,乘客21,36,pickup,6.0,06:37,1,06:38,460.0,07:40,63.0
R048,3,乘客1917,乘客1917,914,dropoff,29.0,07:07,3,07:10,465.0,07:45,38.0
R048,4,乘客21,乘客21,45,dropoff,24.0,07:34,1,07:35,480.0,08:00,26.0
R048,5,乘客485,乘客485,273,pickup,19.0,07:54,5,07:59,485.0,08:05,11.0
R048,5,乘客485,乘客485跟車,273,pickup,19.0,07:54,5,07:59,485.0,08:05,11.0
R048,6,乘客332,乘客332,193,pickup,9.0,08:08,2,08:10,495.0,08:15,7.0
R048,6,乘客332,乘客332跟車,193,pickup,9.0,08:08,2,08:10,495.0,08:15,7.0
R048,7,乘客592,乘客592,322,pickup,8.0,08:18,5,08:23,525.0,08:45,27.0
R048,7,乘客592,乘客592跟車,322,pickup,8.0,08:18,5,08:23,525.0,08:45,27.0
R048,8,乘客593,乘客593,323,pickup,6.0,08:29,5,08:34,535.0,08:55,26.0
R048,8,乘客593,乘客593跟車,323,pickup,6.0,08:29,5,08:34,535.0,08:55,26.0
R048,9,乘客450,乘客450,255,pickup,9.0,08:43,1,08:44,545.0,09:05,22.0
R048,10,乘客332,乘客332,578,dropoff,15.0,08:59,2,09:01,560.0,09:20,21.0
R048,10,乘客332,乘客332跟車,578,dropoff,15.0,08:59,2,09:01,560.0,09:20,21.0
R048,11,乘客485,乘客485,276,dropoff,6.0,09:07,12,09:19,595.0,09:55,48.0
R048,11,乘客485,乘客485跟車,276,dropoff,6.0,09:07,12,09:19,595.0,09:55,48.0
R048,12,乘客592,乘客592,276,dropoff,6.0,09:07,12,09:19,595.0,09:55,48.0
R048,12,乘客592,乘客592跟車,276,dropoff,6.0,09:07,12,09:19,595.0,09:55,48.0
R048,13,乘客593,乘客593,276,dropoff,6.0,09:07,12,09:19,595.0,09:55,48.0
R048,13,乘客593,乘客593跟車,276,dropoff,6.0,09:07,12,09:19,595.0,09:55,48.0
R048,14,乘客450,乘客450,374,dropoff,9.0,09:28,1,09:29,625.0,10:25,57.0
R049,1,乘客1851,乘客1851,220,pickup,0.0,07:00,4,07:04,420.0,07:00,0.0
R049,2,乘客1851,乘客1851,681,dropoff,36.0,07:40,3,07:43,465.0,07:45,5.0
R049,3,乘客612,乘客612,333,pickup,36.0,08:19,2,08:21,480.0,08:00,0.0
R049,3,乘客612,乘客612跟車,333,pickup,36.0,08:19,2,08:21,480.0,08:00,0.0
R049,4,乘客515,乘客515,290,pickup,11.0,08:32,2,08:34,500.0,08:20,0.0
R049,4,乘客515,乘客515跟車,290,pickup,11.0,08:32,2,08:34,500.0,08:20,0.0
R049,5,乘客612,乘客612,1047,dropoff,19.0,08:53,2,08:55,535.0,08:55,2.0
R049,5,乘客612,乘客612跟車,1047,dropoff,19.0,08:53,2,08:55,535.0,08:55,2.0
R049,6,乘客516,乘客516,291,pickup,11.0,09:06,8,09:14,535.0,08:55,0.0
R049,7,乘客517,乘客517,291,pickup,11.0,09:06,8,09:14,535.0,08:55,0.0
R049,7,乘客517,乘客517跟車,291,pickup,11.0,09:06,8,09:14,535.0,08:55,0.0
R049,8,乘客516,乘客516,909,dropoff,21.0,09:35,3,09:38,580.0,09:40,5.0
R049,9,乘客515,乘客515,276,dropoff,13.0,09:51,6,09:57,595.0,09:55,4.0
R049,9,乘客515,乘客515跟車,276,dropoff,13.0,09:51,6,09:57,595.0,09:55,4.0
R049,10,乘客517,乘客517,276,dropoff,13.0,09:51,6,09:57,595.0,09:55,4.0
R049,10,乘客517,乘客517跟車,276,dropoff,13.0,09:51,6,09:57,595.0,09:55,4.0
R050,1,乘客1430,乘客1430,685,pickup,0.0,06:42,5,06:47,420.0,07:00,18.0
R050,1,乘客1430,乘客1430跟車,685,pickup,0.0,06:42,5,06:47,420.0,07:00,18.0
R050,2,乘客161,乘客161,110,pickup,26.0,07:13,1,07:14,420.0,07:00,0.0
R050,3,乘客1430,乘客1430,59,dropoff,9.0,07:23,4,07:27,460.0,07:40,17.0
R050,3,乘客1430,乘客1430跟車,59,dropoff,9.0,07:23,4,07:27,460.0,07:40,17.0
R050,4,乘客1432,乘客1432,687,pickup,6.0,07:33,2,07:35,490.0,08:10,37.0
R050,4,乘客1432,乘客1432跟車,687,pickup,6.0,07:33,2,07:35,490.0,08:10,37.0
R050,5,乘客1432,乘客1432,33,dropoff,17.0,07:52,2,07:54,510.0,08:30,38.0
R050,5,乘客1432,乘客1432跟車,33,dropoff,17.0,07:52,2,07:54,510.0,08:30,38.0
R050,6,乘客161,乘客161,43,dropoff,22.0,08:16,1,08:17,530.0,08:50,34.0
R050,7,乘客1809,乘客1809,47,pickup,9.0,08:26,4,08:30,540.0,09:00,34.0
R050,8,乘客1433,乘客1433,687,pickup,29.0,08:59,4,09:03,560.0,09:20,21.0
R050,9,乘客1809,乘客1809,915,dropoff,19.0,09:22,3,09:25,580.0,09:40,18.0
R050,10,乘客1433,乘客1433,578,dropoff,15.0,09:40,3,09:43,585.0,09:45,5.0
R051,1,乘客1963,乘客1963,943,pickup,0.0,06:47,1,06:48,420.0,07:00,13.0
R051,2,乘客1964,乘客1964,944,pickup,9.0,06:57,1,06:58,435.0,07:15,18.0
R051,3,乘客1965,乘客1965,945,pickup,19.0,07:17,1,07:18,465.0,07:45,28.0
R051,4,乘客695,乘客695,370,pickup,29.0,07:47,4,07:51,485.0,08:05,18.0
R051,5,乘客695,乘客695,61,dropoff,13.0,08:04,6,08:10,500.0,08:20,16.0
R051,6,乘客1963,乘客1963,61,dropoff,13.0,08:04,6,08:10,510.0,08:30,26.0
R051,7,乘客1964,乘客1964,61,dropoff,13.0,08:04,6,08:10,510.0,08:30,26.0
R051,8,乘客1965,乘客1965,61,dropoff,13.0,08:04,6,08:10,510.0,08:30,26.0
R051,9,乘客1966,乘客1966,946,pickup,11.0,08:21,1,08:22,520.0,08:40,19.0
R051,10,乘客1967,乘客1967,914,pickup,15.0,08:37,2,08:39,530.0,08:50,13.0
R051,10,乘客1967,乘客1967跟車,914,pickup,15.0,08:37,2,08:39,530.0,08:50,13.0
R051,11,乘客925,乘客925,196,pickup,11.0,08:50,5,08:55,530.0,08:50,0.0
R051,11,乘客925,乘客925跟車,196,pickup,11.0,08:50,5,08:55,530.0,08:50,0.0
R051,12,乘客1966,乘客1966,600,dropoff,17.0,09:12,3,09:15,550.0,09:10,0.0
R051,13,乘客1967,乘客1967,600,dropoff,17.0,09:12,3,09:15,550.0,09:10,0.0
R051,13,乘客1967,乘客1967跟車,600,dropoff,17.0,09:12,3,09:15,550.0,09:10,0.0
R051,14,乘客925,乘客925,185,dropoff,17.0,09:32,4,09:36,630.0,10:30,58.0
R051,14,乘客925,乘客925跟車,185,dropoff,17.0,09:32,4,09:36,630.0,10:30,58.0
R052,1,乘客41,乘客41,47,pickup,0.0,06:46,4,06:50,420.0,07:00,14.0
R052,2,乘客42,乘客42,48,pickup,8.0,06:58,1,06:59,430.0,07:10,12.0
R052,3,乘客41,乘客41,901,dropoff,17.0,07:16,3,07:19,460.0,07:40,24.0
R052,4,乘客1431,乘客1431,686,pickup,17.0,07:36,1,07:37,465.0,07:45,9.0
R052,5,乘客43,乘客43,49,pickup,8.0,07:45,4,07:49,480.0,08:00,15.0
R052,6,乘客43,乘客43,133,dropoff,11.0,08:00,4,08:04,510.0,08:30,30.0
R052,7,乘客1431,乘客1431,133,dropoff,11.0,08:00,4,08:04,530.0,08:50,50.0
R052,8,乘客44,乘客44,50,pickup,11.0,08:15,1,08:16,530.0,08:50,35.0
R052,9,乘客1320,乘客1320,645,pickup,8.0,08:24,1,08:25,530.0,08:50,26.0
R052,10,乘客42,乘客42,53,dropoff,11.0,08:36,2,08:38,535.0,08:55,19.0
R052,11,乘客44,乘客44,53,dropoff,11.0,08:36,2,08:38,535.0,08:55,19.0
R052,12,乘客45,乘客45,51,pickup,15.0,08:53,5,08:58,580.0,09:40,47.0
R052,12,乘客45,乘客45跟車,51,pickup,15.0,08:53,5,08:58,580.0,09:40,47.0
R052,13,乘客46,乘客46,52,pickup,15.0,09:13,1,09:14,600.0,10:00,47.0
R052,14,乘客1320,乘客1320,31,dropoff,8.0,09:22,1,09:23,620.0,10:20,58.0
R052,15,乘客45,乘客45,42,dropoff,17.0,09:40,5,09:45,625.0,10:25,45.0
R052,15,乘客45,乘客45跟車,42,dropoff,17.0,09:40,5,09:45,625.0,10:25,45.0
R052,16,乘客46,乘客46,42,dropoff,17.0,09:40,5,09:45,625.0,10:25,45.0
R053,1,乘客212,乘客212,135,pickup,0.0,07:15,4,07:19,435.0,07:15,0.0
R053,2,乘客212,乘客212,1023,dropoff,32.0,07:51,3,07:54,470.0,07:50,0.0
R053,3,乘客64,乘客64,63,pickup,28.0,08:22,4,08:26,470.0,07:50,0.0
R053,4,乘客65,乘客65,64,pickup,9.0,08:35,1,08:36,480.0,08:00,0.0
R053,5,乘客66,乘客66,65,pickup,8.0,08:44,1,08:45,490.0,08:10,0.0
R053,6,乘客67,乘客67,66,pickup,13.0,08:58,1,08:59,530.0,08:50,0.0
R053,7,乘客68,乘客68,67,pickup,9.0,09:08,1,09:09,545.0,09:05,0.0
R053,8,乘客69,乘客69,68,pickup,13.0,09:22,1,09:23,565.0,09:25,3.0
R053,9,乘客70,乘客70,69,pickup,4.0,09:27,1,09:28,570.0,09:30,3.0
R053,10,乘客64,乘客64,32,dropoff,9.0,09:37,5,09:42,590.0,09:50,13.0
R053,11,乘客65,乘客65,32,dropoff,9.0,09:37,5,09:42,590.0,09:50,13.0
R053,12,乘客66,乘客66,32,dropoff,9.0,09:37,5,09:42,590.0,09:50,13.0
R053,13,乘客67,乘客67,31,dropoff,2.0,09:44,1,09:45,590.0,09:50,6.0
R053,14,乘客68,乘客68,32,dropoff,2.0,09:47,3,09:50,590.0,09:50,3.0
R053,15,乘客69,乘客69,32,dropoff,2.0,09:47,3,09:50,590.0,09:50,3.0
R053,16,乘客70,乘客70,32,dropoff,2.0,09:47,3,09:50,590.0,09:50,3.0
R054,1,乘客294,乘客294,174,pickup,0.0,07:14,4,07:18,435.0,07:15,1.0
R054,2,乘客294,乘客294,701,dropoff,13.0,07:31,3,07:34,460.0,07:40,9.0
R054,3,乘客297,乘客297,176,pickup,17.0,07:51,1,07:52,495.0,08:15,24.0
R054,4,乘客298,乘客298,177,pickup,17.0,08:09,5,08:14,510.0,08:30,21.0
R054,4,乘客298,乘客298跟車,177,pickup,17.0,08:09,5,08:14,510.0,08:30,21.0
R054,5,乘客297,乘客297,540,dropoff,6.0,08:20,5,08:25,525.0,08:45,25.0
R054,6,乘客298,乘客298,540,dropoff,6.0,08:20,5,08:25,525.0,08:45,25.0
R054,6,乘客298,乘客298跟車,540,dropoff,6.0,08:20,5,08:25,525.0,08:45,25.0
R054,7,乘客533,乘客533,299,pickup,19.0,08:44,5,08:49,530.0,08:50,6.0
R054,7,乘客533,乘客533跟車,299,pickup,19.0,08:44,5,08:49,530.0,08:50,6.0
R054,8,乘客533,乘客533,394,dropoff,13.0,09:02,4,09:06,550.0,09:10,8.0
R054,8,乘客533,乘客533跟車,394,dropoff,13.0,09:02,4,09:06,550.0,09:10,8.0
R054,9,乘客2043,乘客2043,961,pickup,15.0,09:21,4,09:25,555.0,09:15,0.0
R054,10,乘客2043,乘客2043,201,dropoff,11.0,09:36,3,09:39,575.0,09:35,0.0
R054,11,乘客409,乘客409,232,pickup,24.0,10:03,1,10:04,580.0,09:40,0.0
R054,12,乘客410,乘客410,233,pickup,8.0,10:12,2,10:14,600.0,10:00,0.0
R054,12,乘客410,乘客411,233,pickup,8.0,10:12,2,10:14,600.0,10:00,0.0
R054,13,乘客409,乘客409,237,dropoff,2.0,10:16,3,10:19,610.0,10:10,0.0
R054,14,乘客410,乘客410,237,dropoff,2.0,10:16,3,10:19,610.0,10:10,0.0
R054,14,乘客410,乘客411,237,dropoff,2.0,10:16,3,10:19,610.0,10:10,0.0
R055,1,乘客1011,乘客1011,501,pickup,0.0,07:05,4,07:09,425.0,07:05,0.0
R055,2,乘客1012,乘客1012,502,pickup,17.0,07:26,4,07:30,445.0,07:25,0.0
R055,3,乘客1013,乘客1013,157,pickup,9.0,07:39,7,07:46,470.0,07:50,11.0
R055,3,乘客1013,乘客1014,157,pickup,9.0,07:39,7,07:46,470.0,07:50,11.0
R055,4,乘客1012,乘客1012,139,dropoff,19.0,08:05,9,08:14,500.0,08:20,15.0
R055,5,乘客1013,乘客1013,139,dropoff,19.0,08:05,9,08:14,500.0,08:20,15.0
R055,5,乘客1013,乘客1014,139,dropoff,19.0,08:05,9,08:14,500.0,08:20,15.0
R055,6,乘客224,乘客224,144,pickup,9.0,08:23,1,08:24,500.0,08:20,0.0
R055,7,乘客1015,乘客1015,503,pickup,6.0,08:30,4,08:34,520.0,08:40,10.0
R055,8,乘客1011,乘客1011,211,dropoff,6.0,08:40,6,08:46,530.0,08:50,10.0
R055,9,乘客1015,乘客1015,211,dropoff,6.0,08:40,6,08:46,530.0,08:50,10.0
R055,10,乘客1017,乘客1017,505,pickup,2.0,08:48,7,08:55,550.0,09:10,22.0
R055,10,乘客1017,乘客1018,505,pickup,2.0,08:48,7,08:55,550.0,09:10,22.0
R055,11,乘客224,乘客224,292,dropoff,8.0,09:03,1,09:04,580.0,09:40,37.0
R055,12,乘客1017,乘客1017,211,dropoff,9.0,09:13,6,09:19,580.0,09:40,27.0
R055,12,乘客1017,乘客1018,211,dropoff,9.0,09:13,6,09:19,580.0,09:40,27.0
R056,1,乘客1207,乘客1207,590,pickup,0.0,07:04,2,07:06,435.0,07:15,11.0
R056,1,乘客1207,乘客1207跟車,590,pickup,0.0,07:04,2,07:06,435.0,07:15,11.0
R056,2,乘客1208,乘客1208,353,pickup,17.0,07:23,1,07:24,470.0,07:50,27.0
R056,3,乘客1163,乘客1163,571,pickup,21.0,07:45,1,07:46,470.0,07:50,5.0
R056,4,乘客1207,乘客1207,486,dropoff,15.0,08:01,3,08:04,495.0,08:15,14.0
R056,4,乘客1207,乘客1207跟車,486,dropoff,15.0,08:01,3,08:04,495.0,08:15,14.0
R056,5,乘客1208,乘客1208,486,dropoff,15.0,08:01,3,08:04,495.0,08:15,14.0
R056,6,乘客1080,乘客1080,533,pickup,17.0,08:21,4,08:25,520.0,08:40,19.0
R056,7,乘客1080,乘客1080,853,dropoff,19.0,08:44,3,08:47,545.0,09:05,21.0
R056,8,乘客1242,乘客1242,613,pickup,8.0,08:55,5,09:00,550.0,09:10,15.0
R056,8,乘客1242,乘客1242跟車,613,pickup,8.0,08:55,5,09:00,550.0,09:10,15.0
R056,9,乘客1242,乘客1242,615,dropoff,4.0,09:04,4,09:08,565.0,09:25,21.0
R056,9,乘客1242,乘客1242跟車,615,dropoff,4.0,09:04,4,09:08,565.0,09:25,21.0
R056,10,乘客1163,乘客1163,311,dropoff,2.0,09:10,1,09:11,590.0,09:50,40.0
R056,11,乘客555,乘客555,309,pickup,6.0,09:17,4,09:21,590.0,09:50,33.0
R056,12,乘客1031,乘客1031,511,pickup,6.0,09:27,4,09:31,600.0,10:00,33.0
